Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios
Zacatecas,2024-04-01,2024,4,15.07,58.11,60.4,6.1,10.67,0.04163,0.0086,0.00567,0.151,1622138,21.55,12.8,3981
Aguascalientes,2024-05-01,2024,5,24.77,58.4,57.68,9.99,21.15,0.04897,0.01608,0.00741,0.416,1425607,253.76,11.5,3100
Baja California,2024-05-01,2024,5,21.81,83.93,69.41,12.47,18.14,0.04663,0.02076,0.01059,0.631,3769020,52.75,10.2,8214
Baja California Sur,2024-05-01,2024,5,25.62,13.78,67.64,8.2,14.75,0.04686,0.00928,0.00645,0.172,798447,10.8,9.8,1253
Campeche,2024-05-01,2024,5,29.97,143.38,64.52,6.86,17.57,0.05149,0.0081,0.00564,0.152,928363,16.03,12.0,1567
Chiapas,2024-05-01,2024,5,26.76,174.27,63.95,9.04,21.59,0.04911,0.01479,0.00761,0.464,5543828,75.64,14.5,12924
Chihuahua,2024-05-01,2024,5,25.72,16.59,49.63,5.79,5.99,0.04848,0.00905,0.00227,0.312,3741869,15.12,11.8,6022
Coahuila,2024-05-01,2024,5,28.65,75.52,41.26,7.88,5.0,0.05099,0.01196,0.00559,0.297,3146771,20.76,11.0,5435
Colima,2024-05-01,2024,5,29.17,73.51,71.7,7.44,9.51,0.04914,0.01226,0.00538,0.171,731391,130.03,12.5,1257
CDMX,2024-05-01,2024,5,23.01,68.06,64.93,17.13,40.38,0.04346,0.02162,0.01302,0.614,9209944,6160.5,14.2,26404
Durango,2024-05-01,2024,5,25.31,56.98,58.48,11.41,23.3,0.05121,0.01343,0.00777,0.439,1832650,14.86,12.0,3604
Guanajuato,2024-05-01,2024,5,25.24,83.69,68.29,14.12,26.97,0.05129,0.01736,0.00947,0.483,6166934,201.49,12.2,12759
Guerrero,2024-05-01,2024,5,29.92,57.44,71.08,9.96,10.01,0.04882,0.01192,0.00771,0.372,3540685,55.67,13.8,6813
Hidalgo,2024-05-01,2024,5,24.98,89.06,65.44,15.46,33.48,0.0502,0.02194,0.01019,0.477,3082841,148.12,13.0,7441
Jalisco,2024-05-01,2024,5,24.1,69.43,69.13,11.85,29.74,0.05137,0.01787,0.00897,0.616,8348151,106.23,12.4,18828
Edomex,2024-05-01,2024,5,20.23,86.05,67.1,19.85,36.43,0.05165,0.02769,0.01756,0.664,16992418,760.05,11.9,48910
Michoacán,2024-05-01,2024,5,23.28,87.45,65.43,13.03,26.53,0.04315,0.01772,0.00929,0.355,4748846,81.04,13.2,10828
Morelos,2024-05-01,2024,5,25.87,56.55,71.78,17.49,29.5,0.04793,0.02562,0.01385,0.691,1971520,404.08,13.5,4933
Nayarit,2024-05-01,2024,5,26.42,85.21,63.04,12.32,24.47,0.04698,0.0165,0.01006,0.539,1235456,44.42,12.8,2638
Nuevo León,2024-05-01,2024,5,25.43,74.98,69.1,19.69,39.63,0.04485,0.02651,0.01262,0.716,5784442,90.16,10.8,13537
Oaxaca,2024-05-01,2024,5,,,61.25,,,0.05266,0.01461,0.00713,0.353,4132148,44.07,14.8,8041
Puebla,2024-05-01,2024,5,24.79,81.71,66.9,16.21,28.77,0.04602,0.02154,0.01395,0.56,6583278,191.9,12.6,15345
Querétaro,2024-05-01,2024,5,24.83,79.23,65.98,14.85,31.09,0.04803,0.0218,0.01085,0.367,2368467,202.71,11.2,5231
Quintana Roo,2024-05-01,2024,5,30.3,66.64,82.99,4.76,11.38,0.04681,0.00375,0.00299,0.199,1857985,41.56,9.5,3106
San Luis Potosí,2024-05-01,2024,5,22.86,53.22,60.95,12.77,12.34,0.04577,0.01577,0.01137,0.475,2822255,46.16,12.5,6096
Sinaloa,2024-05-01,2024,5,26.73,67.79,57.53,8.1,11.09,0.04601,0.01169,0.00667,0.229,3026943,52.77,12.0,5994
Sonora,2024-05-01,2024,5,27.4,13.87,45.29,9.46,6.62,0.04356,0.01233,0.0068,0.192,2944840,16.42,11.2,4496
Tabasco,2024-05-01,2024,5,29.65,150.47,77.99,7.35,10.76,0.04371,0.00821,0.00711,0.17,2402598,97.15,12.5,4268
Tamaulipas,2024-05-01,2024,5,25.63,91.91,61.3,7.27,16.46,0.04403,0.00837,0.00592,0.453,3527735,44.0,11.5,6062
Tlaxcala,2024-05-01,2024,5,21.97,83.93,65.22,11.59,26.98,0.04307,0.01606,0.00877,0.351,1342977,336.5,12.2,3152
Veracruz,2024-05-01,2024,5,25.88,171.88,73.58,11.96,20.18,0.04844,0.01908,0.00891,0.427,8062579,112.26,13.5,16432
Yucatán,2024-05-01,2024,5,28.22,76.48,75.24,7.79,18.4,0.04948,0.00905,0.00676,0.234,2320898,58.72,12.5,4618
Zacatecas,2024-05-01,2024,5,22.42,62.35,59.74,7.08,8.03,0.0448,0.01126,0.00717,0.108,1622138,21.55,12.8,3460
Aguascalientes,2024-06-01,2024,6,28.32,91.82,74.06,9.82,8.85,0.04824,0.0127,0.00737,0.217,1425607,253.76,11.5,2754
Baja California,2024-06-01,2024,6,25.87,86.46,71.27,10.42,21.76,0.05452,0.01335,0.00819,0.269,3769020,52.75,10.2,6627
Baja California Sur,2024-06-01,2024,6,28.03,25.72,78.27,4.37,7.65,0.04822,0.00763,0.00266,0.218,798447,10.8,9.8,1284
Campeche,2024-06-01,2024,6,32.38,186.4,66.07,11.62,25.97,0.0455,0.01595,0.00803,0.327,928363,16.03,12.0,1770
Chiapas,2024-06-01,2024,6,31.09,194.12,71.04,5.58,8.64,0.0518,0.00826,0.00275,0.111,5543828,75.64,14.5,9417
Chihuahua,2024-06-01,2024,6,29.65,18.79,55.56,11.2,26.86,0.04591,0.01051,0.00794,0.483,3741869,15.12,11.8,7106
Coahuila,2024-06-01,2024,6,31.84,94.5,49.28,10.34,18.37,0.04719,0.01615,0.00828,0.272,3146771,20.76,11.0,6086
Colima,2024-06-01,2024,6,29.34,86.39,77.7,5.0,16.17,0.0532,0.00367,0.00463,0.14,731391,130.03,12.5,1380
CDMX,2024-06-01,2024,6,28.78,99.67,68.71,12.3,21.51,0.05273,0.01335,0.00846,0.29,9209944,6160.5,14.2,21599
Durango,2024-06-01,2024,6,27.99,108.41,73.72,7.82,13.86,0.04646,0.00801,0.00564,0.1,1832650,14.86,12.0,3209
Guanajuato,2024-06-01,2024,6,31.3,75.5,65.2,13.02,30.74,0.05415,0.01696,0.00958,0.518,6166934,201.49,12.2,13516
Guerrero,2024-06-01,2024,6,31.15,96.71,72.81,9.37,9.95,0.05476,0.01375,0.00643,0.1,3540685,55.67,13.8,6589
Hidalgo,2024-06-01,2024,6,25.24,85.02,74.4,12.45,19.5,0.05424,0.01472,0.01064,0.261,3082841,148.12,13.0,6569
Jalisco,2024-06-01,2024,6,26.69,105.07,79.74,14.0,21.55,0.05185,0.01909,0.00902,0.45,8348151,106.23,12.4,18066
Edomex,2024-06-01,2024,6,24.24,73.62,69.42,13.86,12.59,0.04669,0.01605,0.01037,0.296,16992418,760.05,11.9,38014
Michoacán,2024-06-01,2024,6,25.67,73.0,66.07,8.27,9.69,0.0483,0.00985,0.00617,0.272,4748846,81.04,13.2,9075
Morelos,2024-06-01,2024,6,,,77.61,,,0.04545,0.01162,0.00742,0.264,1971520,404.08,13.5,4121
Nayarit,2024-06-01,2024,6,29.99,103.61,76.39,6.86,14.04,0.04919,0.00656,0.00608,0.188,1235456,44.42,12.8,2244
Nuevo León,2024-06-01,2024,6,25.93,80.7,72.65,15.8,25.95,0.04694,0.0207,0.01212,0.309,5784442,90.16,10.8,12056
Oaxaca,2024-06-01,2024,6,26.96,69.32,64.66,9.26,16.89,0.04655,0.01251,0.00685,0.219,4132148,44.07,14.8,8505
Puebla,2024-06-01,2024,6,25.23,85.54,72.0,8.67,12.4,0.05118,0.0079,0.00871,0.121,6583278,191.9,12.6,14071
Querétaro,2024-06-01,2024,6,29.19,99.84,69.7,6.45,18.12,0.04692,0.00969,0.005,0.301,2368467,202.71,11.2,4483
Quintana Roo,2024-06-01,2024,6,34.17,104.82,88.21,6.39,12.19,0.04931,0.0084,0.00546,0.284,1857985,41.56,9.5,3136
San Luis Potosí,2024-06-01,2024,6,26.8,101.97,67.27,7.89,6.2,0.0507,0.00865,0.00579,0.146,2822255,46.16,12.5,4742
Sinaloa,2024-06-01,2024,6,30.27,99.53,80.23,8.1,10.72,0.04824,0.01098,0.0067,0.272,3026943,52.77,12.0,5943
Sonora,2024-06-01,2024,6,34.66,22.64,58.88,8.21,12.83,0.04773,0.00994,0.00636,0.212,2944840,16.42,11.2,5218
Tabasco,2024-06-01,2024,6,32.67,203.45,82.35,7.14,9.54,0.05063,0.00946,0.00622,0.1,2402598,97.15,12.5,4830
Tamaulipas,2024-06-01,2024,6,29.42,74.51,72.07,13.8,21.41,0.04933,0.01514,0.00908,0.338,3527735,44.0,11.5,6588
Tlaxcala,2024-06-01,2024,6,25.91,78.58,77.77,8.66,14.33,0.05404,0.01132,0.00627,0.357,1342977,336.5,12.2,2558
Veracruz,2024-06-01,2024,6,27.88,185.19,86.57,4.38,12.37,0.04944,0.0043,0.00391,0.215,8062579,112.26,13.5,14202
Yucatán,2024-06-01,2024,6,32.96,83.95,87.18,3.13,5.0,0.05416,0.00632,0.00192,0.1,2320898,58.72,12.5,3309
Zacatecas,2024-06-01,2024,6,27.65,77.78,74.34,9.91,14.51,0.04873,0.0095,0.0066,0.414,1622138,21.55,12.8,3079
Aguascalientes,2024-07-01,2024,7,30.71,76.43,71.76,4.31,8.68,0.04606,0.00675,0.00305,0.152,1425607,253.76,11.5,2494
Baja California,2024-07-01,2024,7,26.73,100.74,73.73,7.54,6.58,0.04626,0.00831,0.00382,0.1,3769020,52.75,10.2,6668
Baja California Sur,2024-07-01,2024,7,28.77,23.34,72.74,2.0,14.53,0.05189,0.00397,0.00155,0.1,798447,10.8,9.8,1205
Campeche,2024-07-01,2024,7,32.9,221.2,64.04,3.49,9.86,0.04958,0.00556,0.0036,0.123,928363,16.03,12.0,1489
Chiapas,2024-07-01,2024,7,29.43,232.86,73.92,8.98,11.52,0.04478,0.0091,0.0062,0.313,5543828,75.64,14.5,10305
Chihuahua,2024-07-01,2024,7,31.78,27.16,57.76,9.21,15.45,0.04825,0.01464,0.00639,0.322,3741869,15.12,11.8,6420
Coahuila,2024-07-01,2024,7,34.26,79.77,54.02,5.88,7.02,0.05123,0.00847,0.00453,0.35,3146771,20.76,11.0,5256
Colima,2024-07-01,2024,7,32.84,108.43,77.01,10.9,25.6,0.05221,0.01349,0.00838,0.238,731391,130.03,12.5,1446
CDMX,2024-07-01,2024,7,29.91,86.58,84.32,16.33,25.79,0.05234,0.02189,0.01229,0.525,9209944,6160.5,14.2,23444
Durango,2024-07-01,2024,7,29.21,79.29,76.65,9.8,19.71,0.04881,0.01109,0.00721,0.295,1832650,14.86,12.0,3313
Guanajuato,2024-07-01,2024,7,32.31,76.92,71.6,13.01,16.16,0.05062,0.01374,0.01106,0.381,6166934,201.49,12.2,12103
Guerrero,2024-07-01,2024,7,34.13,86.54,77.47,6.61,13.62,0.04595,0.00849,0.0026,0.194,3540685,55.67,13.8,6587
Hidalgo,2024-07-01,2024,7,27.38,80.97,76.35,13.42,24.24,0.0505,0.01553,0.00947,0.448,3082841,148.12,13.0,6491
Jalisco,2024-07-01,2024,7,24.48,87.95,77.43,11.2,14.66,0.0509,0.01344,0.00857,0.364,8348151,106.23,12.4,16547
Edomex,2024-07-01,2024,7,26.93,109.01,75.18,13.41,30.56,0.04859,0.01806,0.01084,0.425,16992418,760.05,11.9,36522
Michoacán,2024-07-01,2024,7,29.0,105.91,64.04,11.76,17.26,0.04741,0.01108,0.00735,0.276,4748846,81.04,13.2,9696
Morelos,2024-07-01,2024,7,27.23,99.97,72.55,5.63,13.95,0.04745,0.00245,0.0043,0.223,1971520,404.08,13.5,3790
Nayarit,2024-07-01,2024,7,30.71,103.28,70.98,6.17,24.58,0.04653,0.00547,0.00296,0.1,1235456,44.42,12.8,2357
Nuevo León,2024-07-01,2024,7,28.49,85.77,82.3,14.29,25.73,0.0432,0.01667,0.0089,0.279,5784442,90.16,10.8,12104
Oaxaca,2024-07-01,2024,7,,,77.94,,,0.04677,0.0121,0.00664,0.287,4132148,44.07,14.8,8066
Puebla,2024-07-01,2024,7,31.42,75.28,76.23,14.81,26.54,0.05082,0.01723,0.00951,0.325,6583278,191.9,12.6,14209
Querétaro,2024-07-01,2024,7,32.62,87.01,73.75,10.8,19.05,0.04331,0.01598,0.00834,0.382,2368467,202.71,11.2,4851
Quintana Roo,2024-07-01,2024,7,32.6,96.37,90.42,4.98,9.55,0.04311,0.00715,0.00446,0.204,1857985,41.56,9.5,2911
San Luis Potosí,2024-07-01,2024,7,26.96,105.19,78.89,11.46,23.42,0.05087,0.01286,0.00767,0.399,2822255,46.16,12.5,5453
Sinaloa,2024-07-01,2024,7,30.48,98.23,81.9,6.18,15.73,0.04349,0.00915,0.00441,0.117,3026943,52.77,12.0,5732
Sonora,2024-07-01,2024,7,36.72,27.09,52.11,5.12,18.38,0.04422,0.00565,0.00414,0.206,2944840,16.42,11.2,4770
Tabasco,2024-07-01,2024,7,31.21,200.82,95.16,6.76,5.72,0.0445,0.00785,0.00503,0.355,2402598,97.15,12.5,4958
Tamaulipas,2024-07-01,2024,7,27.54,109.94,79.92,12.61,20.19,0.04935,0.01571,0.00819,0.446,3527735,44.0,11.5,6914
Tlaxcala,2024-07-01,2024,7,27.22,114.46,72.62,13.94,31.06,0.04517,0.01598,0.00857,0.405,1342977,336.5,12.2,2837
Veracruz,2024-07-01,2024,7,27.11,212.63,86.09,6.67,5.29,0.04502,0.00657,0.00517,0.246,8062579,112.26,13.5,14742
Yucatán,2024-07-01,2024,7,31.92,85.09,88.69,3.51,5.0,0.04875,0.00406,0.00221,0.158,2320898,58.72,12.5,3506
Zacatecas,2024-07-01,2024,7,30.01,92.03,76.71,9.82,14.81,0.04371,0.0116,0.00758,0.293,1622138,21.55,12.8,3077
Aguascalientes,2024-08-01,2024,8,27.6,75.32,64.38,13.48,25.06,0.04023,0.01709,0.00928,0.329,1425607,253.76,11.5,3062
Baja California,2024-08-01,2024,8,25.65,91.19,66.25,11.57,20.64,0.0381,0.0119,0.00898,0.494,3769020,52.75,10.2,7194
Baja California Sur,2024-08-01,2024,8,26.98,26.75,65.19,7.26,20.59,0.03972,0.0119,0.00491,0.159,798447,10.8,9.8,1382
Campeche,2024-08-01,2024,8,30.87,184.85,73.69,2.92,6.57,0.03829,0.00359,0.00389,0.147,928363,16.03,12.0,1538
Chiapas,2024-08-01,2024,8,28.59,194.45,77.8,4.7,10.62,0.04565,0.00274,0.00357,0.193,5543828,75.64,14.5,10154
Chihuahua,2024-08-01,2024,8,28.99,21.91,50.67,7.92,28.21,0.04663,0.00812,0.00574,0.1,3741869,15.12,11.8,6689
Coahuila,2024-08-01,2024,8,33.57,75.81,44.56,6.25,18.52,0.04073,0.01211,0.00259,0.229,3146771,20.76,11.0,5124
Colima,2024-08-01,2024,8,30.28,76.19,75.34,5.34,12.44,0.03791,0.0039,0.00452,0.213,731391,130.03,12.5,1283
CDMX,2024-08-01,2024,8,27.12,89.05,70.09,16.48,27.98,0.04642,0.02146,0.01128,0.646,9209944,6160.5,14.2,22416
Durango,2024-08-01,2024,8,27.75,106.31,65.73,10.51,11.58,0.03762,0.01456,0.00924,0.363,1832650,14.86,12.0,3299
Guanajuato,2024-08-01,2024,8,29.36,108.8,69.01,13.11,19.81,0.04475,0.01411,0.0103,0.453,6166934,201.49,12.2,12004
Guerrero,2024-08-01,2024,8,32.64,88.67,67.07,3.48,5.0,0.04698,0.01006,0.00293,0.118,3540685,55.67,13.8,6167
Hidalgo,2024-08-01,2024,8,26.66,101.39,76.97,8.7,19.1,0.04159,0.00978,0.00664,0.213,3082841,148.12,13.0,6110
Jalisco,2024-08-01,2024,8,25.72,92.0,74.47,11.55,17.93,0.04154,0.014,0.00998,0.196,8348151,106.23,12.4,16765
Edomex,2024-08-01,2024,8,26.35,75.54,83.82,16.63,24.56,0.04066,0.01889,0.01178,0.307,16992418,760.05,11.9,39478
Michoacán,2024-08-01,2024,8,27.59,92.36,76.55,9.65,8.42,0.04002,0.01238,0.00736,0.339,4748846,81.04,13.2,8855
Morelos,2024-08-01,2024,8,24.34,72.79,75.0,12.94,23.97,0.04617,0.01291,0.01099,0.506,1971520,404.08,13.5,4693
Nayarit,2024-08-01,2024,8,29.18,96.2,59.74,7.87,15.92,0.03772,0.00901,0.00687,0.318,1235456,44.42,12.8,2283
Nuevo León,2024-08-01,2024,8,27.24,77.35,72.58,12.81,24.49,0.04644,0.01674,0.00844,0.513,5784442,90.16,10.8,11833
Oaxaca,2024-08-01,2024,8,26.37,97.2,72.72,3.85,5.0,0.04742,0.00803,0.00351,0.27,4132148,44.07,14.8,7239
Puebla,2024-08-01,2024,8,28.81,108.88,78.44,16.01,27.03,0.04548,0.01834,0.00951,0.456,6583278,191.9,12.6,13120
Querétaro,2024-08-01,2024,8,28.2,101.78,67.95,12.58,16.29,0.04572,0.01687,0.00985,0.123,2368467,202.71,11.2,4688
Quintana Roo,2024-08-01,2024,8,29.84,88.4,89.87,3.22,5.0,0.04399,0.00592,0.00286,0.133,1857985,41.56,9.5,2918
San Luis Potosí,2024-08-01,2024,8,25.77,73.36,73.08,8.24,18.19,0.04106,0.00954,0.00563,0.17,2822255,46.16,12.5,5522
Sinaloa,2024-08-01,2024,8,28.29,96.09,71.46,6.12,17.79,0.04535,0.00915,0.00341,0.154,3026943,52.77,12.0,5362
Sonora,2024-08-01,2024,8,33.93,18.94,50.51,5.56,5.0,0.04654,0.0073,0.00423,0.17,2944840,16.42,11.2,4687
Tabasco,2024-08-01,2024,8,31.83,204.34,94.41,5.96,13.88,0.03792,0.00823,0.00586,0.1,2402598,97.15,12.5,4472
Tamaulipas,2024-08-01,2024,8,30.05,74.24,64.89,5.35,8.17,0.04605,0.00638,0.0035,0.231,3527735,44.0,11.5,5956
Tlaxcala,2024-08-01,2024,8,26.17,81.43,73.12,10.31,22.54,0.04384,0.00934,0.00573,0.1,1342977,336.5,12.2,2823
Veracruz,2024-08-01,2024,8,28.86,211.51,93.36,5.65,13.04,0.045,0.01218,0.00546,0.114,8062579,112.26,13.5,13948
Yucatán,2024-08-01,2024,8,31.29,75.19,88.23,3.27,9.57,0.043,0.00493,0.00228,0.291,2320898,58.72,12.5,3529
Zacatecas,2024-08-01,2024,8,29.77,83.97,63.8,4.51,6.49,0.04323,0.0029,0.0035,0.179,1622138,21.55,12.8,2669
Aguascalientes,2024-09-01,2024,9,24.31,89.14,74.14,8.7,16.76,0.03548,0.01285,0.00596,0.287,1425607,253.76,11.5,2936
Baja California,2024-09-01,2024,9,20.87,63.91,56.95,14.45,32.29,0.03064,0.01874,0.0114,0.486,3769020,52.75,10.2,9236
Baja California Sur,2024-09-01,2024,9,,,65.97,,,0.03905,0.01137,0.0057,0.246,798447,10.8,9.8,1439
Campeche,2024-09-01,2024,9,30.96,148.86,66.18,8.83,21.13,0.03726,0.01207,0.00659,0.398,928363,16.03,12.0,1624
Chiapas,2024-09-01,2024,9,25.36,178.11,65.36,13.21,17.37,0.03612,0.01762,0.01008,0.501,5543828,75.64,14.5,11605
Chihuahua,2024-09-01,2024,9,24.62,15.26,44.57,7.53,20.36,0.03907,0.01402,0.00621,0.281,3741869,15.12,11.8,6726
Coahuila,2024-09-01,2024,9,28.38,82.01,45.57,11.8,17.47,0.0303,0.01241,0.00883,0.364,3146771,20.76,11.0,5715
Colima,2024-09-01,2024,9,29.74,61.83,75.26,10.71,20.85,0.03277,0.01542,0.00912,0.354,731391,130.03,12.5,1419
CDMX,2024-09-01,2024,9,24.3,63.99,65.29,17.64,30.52,0.03181,0.02083,0.00991,0.677,9209944,6160.5,14.2,25075
Durango,2024-09-01,2024,9,24.0,53.32,58.49,12.72,20.19,0.034,0.01508,0.00998,0.552,1832650,14.86,12.0,3829
Guanajuato,2024-09-01,2024,9,26.99,84.5,67.82,13.42,27.59,0.03871,0.01551,0.01115,0.572,6166934,201.49,12.2,13221
Guerrero,2024-09-01,2024,9,29.14,59.86,57.21,7.22,30.52,0.03213,0.00821,0.00583,0.229,3540685,55.67,13.8,6775
Hidalgo,2024-09-01,2024,9,20.75,62.82,60.74,9.56,14.88,0.03403,0.01258,0.00751,0.242,3082841,148.12,13.0,7373
Jalisco,2024-09-01,2024,9,22.17,89.98,59.44,19.63,31.99,0.03602,0.02575,0.01479,0.564,8348151,106.23,12.4,20546
Edomex,2024-09-01,2024,9,21.27,66.37,61.12,21.41,43.23,0.03172,0.02756,0.01576,0.647,16992418,760.05,11.9,51776
Michoacán,2024-09-01,2024,9,23.26,86.95,65.26,10.47,13.52,0.03072,0.01492,0.00709,0.465,4748846,81.04,13.2,10689
Morelos,2024-09-01,2024,9,25.23,72.79,65.35,8.41,13.53,0.03099,0.00755,0.00688,0.141,1971520,404.08,13.5,4004
Nayarit,2024-09-01,2024,9,28.89,87.42,62.65,6.83,16.01,0.03625,0.01128,0.00607,0.279,1235456,44.42,12.8,2178
Nuevo León,2024-09-01,2024,9,23.32,74.2,63.05,16.59,25.74,0.03338,0.02491,0.0131,0.441,5784442,90.16,10.8,12237
Oaxaca,2024-09-01,2024,9,24.25,76.92,55.74,12.57,22.49,0.039,0.01377,0.00937,0.559,4132148,44.07,14.8,9490
Puebla,2024-09-01,2024,9,23.32,69.33,64.27,14.43,25.14,0.03578,0.01824,0.01077,0.396,6583278,191.9,12.6,15604
Querétaro,2024-09-01,2024,9,25.94,74.26,68.15,13.64,22.11,0.03308,0.01809,0.00884,0.442,2368467,202.71,11.2,4933
Quintana Roo,2024-09-01,2024,9,30.09,60.12,77.44,5.18,7.28,0.03332,0.00893,0.00303,0.188,1857985,41.56,9.5,2893
San Luis Potosí,2024-09-01,2024,9,25.13,80.27,70.45,10.95,23.05,0.033,0.0131,0.00908,0.38,2822255,46.16,12.5,5936
Sinaloa,2024-09-01,2024,9,28.7,64.99,61.37,8.09,16.21,0.03263,0.0133,0.0062,0.277,3026943,52.77,12.0,5228
Sonora,2024-09-01,2024,9,30.31,21.38,39.97,11.03,22.93,0.0313,0.01526,0.00834,0.376,2944840,16.42,11.2,5436
Tabasco,2024-09-01,2024,9,30.16,158.0,80.3,8.83,11.63,0.0396,0.01383,0.00733,0.213,2402598,97.15,12.5,4409
Tamaulipas,2024-09-01,2024,9,26.13,90.71,64.98,13.95,25.07,0.03548,0.01931,0.00977,0.428,3527735,44.0,11.5,7267
Tlaxcala,2024-09-01,2024,9,19.56,88.45,58.27,5.74,11.59,0.03818,0.00987,0.00443,0.1,1342977,336.5,12.2,3140
Veracruz,2024-09-01,2024,9,25.26,177.43,84.59,8.52,12.75,0.03493,0.0085,0.00645,0.1,8062579,112.26,13.5,15327
Yucatán,2024-09-01,2024,9,29.48,80.91,74.71,4.92,16.92,0.03138,0.00863,0.00374,0.1,2320898,58.72,12.5,4046
Zacatecas,2024-09-01,2024,9,21.98,64.31,70.54,13.48,25.74,0.03396,0.0183,0.01117,0.481,1622138,21.55,12.8,3988
Aguascalientes,2024-10-01,2024,10,16.1,54.07,54.06,14.15,35.72,0.03072,0.02015,0.01029,0.456,1425607,253.76,11.5,4343
Baja California,2024-10-01,2024,10,20.82,55.04,54.67,18.11,40.46,0.02392,0.02383,0.01462,0.785,3769020,52.75,10.2,9235
Baja California Sur,2024-10-01,2024,10,22.0,8.8,55.05,9.32,23.65,0.02396,0.01068,0.00722,0.329,798447,10.8,9.8,1613
Campeche,2024-10-01,2024,10,25.83,114.49,47.46,12.5,12.78,0.02785,0.02213,0.0088,0.459,928363,16.03,12.0,1701
Chiapas,2024-10-01,2024,10,24.4,98.56,55.35,16.32,32.65,0.02661,0.02324,0.01345,0.756,5543828,75.64,14.5,13478
Chihuahua,2024-10-01,2024,10,17.23,10.63,39.69,9.86,12.77,0.0279,0.01762,0.00819,0.41,3741869,15.12,11.8,8540
Coahuila,2024-10-01,2024,10,19.96,54.59,33.01,8.96,19.08,0.03127,0.013,0.00742,0.385,3146771,20.76,11.0,6841
Colima,2024-10-01,2024,10,26.25,56.1,43.4,10.55,17.89,0.02711,0.01734,0.00719,0.415,731391,130.03,12.5,1430
CDMX,2024-10-01,2024,10,16.22,68.26,60.85,25.99,46.4,0.02709,0.04177,0.02093,1.118,9209944,6160.5,14.2,34555
Durango,2024-10-01,2024,10,19.13,67.93,53.07,11.56,20.18,0.03116,0.01957,0.00981,0.49,1832650,14.86,12.0,4491
Guanajuato,2024-10-01,2024,10,19.81,33.46,56.47,19.04,26.54,0.0296,0.02742,0.01496,0.867,6166934,201.49,12.2,16398
Guerrero,2024-10-01,2024,10,25.02,46.27,47.96,14.96,21.31,0.02608,0.02234,0.0116,0.454,3540685,55.67,13.8,7608
Hidalgo,2024-10-01,2024,10,14.72,54.15,53.15,15.06,28.27,0.02897,0.02216,0.01274,0.55,3082841,148.12,13.0,9215
Jalisco,2024-10-01,2024,10,22.84,30.18,49.29,20.09,32.38,0.02453,0.02952,0.01674,0.862,8348151,106.23,12.4,20914
Edomex,2024-10-01,2024,10,17.05,55.9,51.67,24.76,46.31,0.02371,0.04068,0.01998,0.911,16992418,760.05,11.9,59645
Michoacán,2024-10-01,2024,10,20.6,34.71,50.93,11.36,18.99,0.03029,0.01646,0.01005,0.517,4748846,81.04,13.2,11454
Morelos,2024-10-01,2024,10,21.71,35.69,55.06,15.48,33.54,0.02273,0.0242,0.01226,0.661,1971520,404.08,13.5,5011
Nayarit,2024-10-01,2024,10,24.08,61.17,51.33,7.43,11.11,0.02933,0.01201,0.00555,0.229,1235456,44.42,12.8,2191
Nuevo León,2024-10-01,2024,10,23.17,34.05,48.18,16.31,27.98,0.03134,0.02419,0.01295,0.683,5784442,90.16,10.8,13380
Oaxaca,2024-10-01,2024,10,21.95,45.44,52.41,8.63,9.5,0.03145,0.01162,0.0055,0.173,4132148,44.07,14.8,8768
Puebla,2024-10-01,2024,10,18.57,35.39,52.21,15.32,32.59,0.03133,0.02052,0.01199,0.796,6583278,191.9,12.6,19633
Querétaro,2024-10-01,2024,10,19.58,63.75,54.31,13.52,23.85,0.03015,0.01789,0.01036,0.621,2368467,202.71,11.2,6037
Quintana Roo,2024-10-01,2024,10,27.16,46.73,68.58,6.82,5.0,0.03064,0.00875,0.00708,0.354,1857985,41.56,9.5,2849
San Luis Potosí,2024-10-01,2024,10,21.51,59.48,53.82,15.66,22.8,0.02276,0.02553,0.01344,0.571,2822255,46.16,12.5,6929
Sinaloa,2024-10-01,2024,10,23.15,67.87,57.25,10.87,20.98,0.02437,0.01571,0.01078,0.345,3026943,52.77,12.0,6744
Sonora,2024-10-01,2024,10,21.26,12.94,37.52,12.3,24.31,0.023,0.01899,0.01163,0.405,2944840,16.42,11.2,6460
Tabasco,2024-10-01,2024,10,27.34,114.92,68.72,7.42,12.94,0.03134,0.00549,0.00534,0.123,2402598,97.15,12.5,4072
Tamaulipas,2024-10-01,2024,10,26.39,48.66,57.99,12.73,26.26,0.02828,0.02117,0.00936,0.456,3527735,44.0,11.5,7120
Tlaxcala,2024-10-01,2024,10,15.88,50.92,55.42,15.08,22.17,0.03073,0.02524,0.01119,0.604,1342977,336.5,12.2,4156
Veracruz,2024-10-01,2024,10,22.18,100.65,75.27,10.52,21.5,0.02524,0.0184,0.0097,0.566,8062579,112.26,13.5,18553
Yucatán,2024-10-01,2024,10,27.45,59.44,69.76,6.93,5.0,0.02918,0.00831,0.00558,0.373,2320898,58.72,12.5,3703
Zacatecas,2024-10-01,2024,10,16.27,66.03,52.05,11.69,21.6,0.02341,0.01907,0.00919,0.374,1622138,21.55,12.8,4374
